role_id,role_title,skill_id,skill_name,skill_meta_cat,frequency,importance,proficiency_level,skill_category
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1050,gcp security engineer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1051,hashicorp terraform associate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1052,hashicorp vault associate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1053,cka,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1054,ckad,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1055,cks,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1056,cissp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1057,ceh,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1058,oscp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1059,security+,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK106,hive,other,0.027778,0.023909,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1060,cisa,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1061,cism,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1062,ccsp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1063,gpen,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1064,gsec,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1065,sscp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1066,cysa+,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1067,pentest+,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1068,casp+,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1069,crtp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK107,network,other,0.291667,0.070327,beginner,nice_to_have
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1070,oswe,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1071,tensorflow developer certificate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1072,databricks certified data engineer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1073,databricks certified ml professional,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1074,snowflake snowpro core,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1075,dbt analytics engineering,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1076,apache spark certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1077,cloudera data analyst,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1078,microsoft data scientist dp-100,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1079,microsoft power bi da-100,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK108,crm,other,0.00463,0.003163,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1080,sas certified specialist,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1081,ibm data science professional,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1082,google data analytics certificate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1083,aws data engineer associate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1084,nvidia deep learning institute,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1085,tableau desktop specialist,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1086,pmp certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1087,csm,certification,0.00463,0.005945,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1088,psm,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1089,safe agilist,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK109,bug fixing,other,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1090,prince2,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1091,pmi-acp,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1092,cspo,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1093,itil foundation,certification,0.013889,0.007258,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1094,six sigma green belt,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1095,six sigma black belt,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1096,togaf certification,certification,0.006944,0.008918,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1097,lean it foundation,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1098,oracle certified professional java,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1099,oracle certified associate java,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK110,django,backend,0.023148,0.024518,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1100,microsoft certified azure developer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1101,microsoft certified devops expert,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1102,red hat certified engineer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1103,red hat openshift administrator,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1104,linux foundation certified sysadmin,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1105,linux foundation certified engineer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1106,lpic-1,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1107,docker certified associate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1108,mongodb developer certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1109,neo4j certified professional,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK111,project management,other,0.023148,0.005582,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1110,confluent kafka certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1111,github actions certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1112,istio certified associate,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1113,puppet certified professional,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1114,ansible automation engineer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1115,microsoft 365 developer,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1116,spring professional certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1117,graphql certification,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1118,salesforce administrator,certification,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK1119,salesforce developer,certification,0.0,0.0,optional,optional
