skill_id,name,aliases,category,type
SK057,network,network;network administrator;network engineer,other,technical
SK169,network configuration maintenance,network configuration maintenance,ml_ai,technical
SK132,networking,networking,other,technical
SK076,node.js,node.js,frontend,technical
SK039,nosql,nosql,database,technical
SK120,object oriented programming,object oriented programming,other,technical
SK146,objective c,objective c,other,technical
SK094,oop,oop,other,technical
SK054,oops,oops,other,technical
SK275,oozie,oozie,other,technical
SK300,opencart,opencart,other,technical
SK187,operating system,operating system,other,technical
SK290,operator,operator,other,technical
SK032,oracle,oracle,database,technical
SK112,orchestration,orchestration,other,technical
SK128,ospf,ospf,other,technical
SK150,perl,perl,other,technical
SK199,phonegap,phonegap,other,technical
SK017,php,php;php developer,backend,technical
SK274,pig,pig,other,technical
SK216,pmp,pmp,other,technical
SK028,problem solving,problem solving,soft_skill,soft
SK257,production environment,production environment,other,technical
SK206,production support,production support,other,technical
SK233,program management,program management,other,technical
SK285,programming,programming,other,technical
SK102,project,project manager,other,technical
SK188,project delivery,project delivery,other,technical
SK249,project life cycle,project life cycle,other,technical
SK111,project management,project management,other,technical
SK298,project plan,project plan,other,technical
SK159,protocols,protocols,other,technical
SK004,python,python,other,technical
SK075,rdbms,rdbms,other,technical
SK113,react.js,react.js,frontend,technical
SK241,requirement gathering,requirement gathering,other,technical
SK013,rest,rest,other,technical
SK082,rest api,rest api,other,technical
SK236,router,router,other,technical
SK156,routing,routing,other,technical
SK170,routing protocols,routing protocols,other,technical
SK088,ruby,ruby,backend,technical
SK240,salesforce,salesforce,other,technical
SK118,san,san,other,technical
SK085,scala,scala,other,technical
SK016,security,security,other,technical
SK268,security compliance,security compliance,other,technical
SK232,senior network,senior network engineer,other,technical
SK123,senior software,senior software engineer,other,technical
SK280,senior web,senior web developer,other,technical
SK131,servlets,servlets,other,technical
SK167,shell scripting,shell scripting,other,technical
SK179,soa,soa,other,technical
SK046,soap,soap,other,technical
SK264,soap web services,soap web services,other,technical
SK041,software,software developer;software engineer,other,technical
SK097,software design,software design,other,technical
SK122,software development,software development,other,technical
SK040,software engineering,software engineering,other,technical
SK286,software testing,software testing,other,technical
SK068,solution,solution architect,other,technical
SK212,splunk,splunk,other,technical
SK018,spring,spring,backend,technical
SK036,spring boot,spring boot,backend,technical
SK073,spring framework,spring framework,backend,technical
SK069,spring mvc,spring mvc,backend,technical
SK189,spring security,spring security,backend,technical
SK003,sql,mysql;postgresql;sql,database,technical
SK176,sql database,sql database,database,technical
SK204,sqlite,sqlite,database,technical
SK035,storage,storage,other,technical
SK283,stp,stp,other,technical
SK079,struts,struts,other,technical
SK056,svn,svn,other,technical
SK078,swift,swift,mobile,technical
SK149,switching,switching,other,technical
SK191,sybase,sybase,other,technical
SK117,system,system admin;system administrator;system engineer,other,technical
SK259,system administration,system administration,other,technical
SK218,system architecture,system architecture,other,technical
SK217,tableau,tableau,analytics,technical
SK038,team player,team player,soft_skill,soft
SK184,technical requirements,technical requirements,other,technical
SK080,technical skills,technical skills,other,technical
SK223,technical support,technical support engineer,other,technical
SK230,technology consulting,technology consulting,other,technical
SK130,telecom,telecom,other,technical
SK135,testing,testing,other,technical
SK133,threading,threading,other,technical
SK278,triggers,triggers,other,technical
SK271,troubleshooting,troubleshooting,other,technical
SK287,ubuntu,ubuntu,other,technical
SK121,uml,uml,ml_ai,technical
SK064,unix,unix,other,technical
SK226,use cases,use cases,other,technical
SK284,user stories,user stories,other,technical
SK195,visual studio,visual studio,other,technical
SK245,voip,voip,other,technical
SK168,vpn,vpn,other,technical
SK126,wan,wan,other,technical
SK026,web,web developer,other,technical
SK178,web api,web api,other,technical
SK052,web development,web development,other,technical
SK229,web programming,web programming,other,technical
SK152,web services,web services,other,technical
SK059,web technologies,web technologies,other,technical
SK183,weblogic,weblogic,other,technical
SK193,websphere,websphere,other,technical
SK061,windows,windows,other,technical
SK197,windows server,windows server,other,technical
SK048,wordpress,wordpress,other,technical
SK050,written communication,written communication,soft_skill,soft
SK256,xamarin,xamarin,other,technical
SK151,xcode,xcode,other,technical
SK023,xml,xml,ml_ai,technical
SK210,yii,yii,other,technical
SK203,zend,zend,other,technical
