student_id,month,year,income,accommodation,food,transport,education,entertainment,utilities,degree_type,location,semester
19,5,2024,28858.175125623537,14413.144134695185,8519.902326700965,2351.6897298563044,4244.153279429721,3171.6108402134855,1352.4562414298973,Science,Kandy,3
20,2,2024,21640.80240176702,11321.463523619379,12105.690143851096,2175.676987937122,3502.710594969365,3680.2906239882545,2409.6815379441346,Arts,Galle,2
21,8,2023,34050.0223231819,9003.172169142963,3596.583056316739,2049.864247116493,5538.044538523394,1995.6644490989102,563.6630384350239,Commerce,Colombo,1
22,12,2024,22802.02003860466,13366.915658961738,8749.768595918158,2801.3148870510377,5755.262938865818,3372.2128337213676,2328.4286255353313,Medicine,Galle,5
23,6,2024,36075.53689348517,12313.394675850375,6235.985548819577,3183.060220372871,6650.037159443519,1382.5802823891818,2007.844276701915,Engineering,Colombo,2
24,2,2025,31059.645994536328,9780.51314891697,5644.783663112677,1730.8999452969208,6305.500164575886,1574.7312932112343,1805.4844573624198,Engineering,Kandy,6
25,12,2024,25228.774213746754,8630.398069852812,6857.33948488913,1936.3541232700559,6105.515489969402,3165.990009396297,1579.0174131426045,Arts,Jaffna,4
26,5,2023,37641.86069880657,13641.903375577825,8136.698521204404,2305.517124137782,4342.063332005113,2643.2852228986867,2682.082789477487,Science,Jaffna,6
27,1,2024,32618.347688297676,14200.380228110778,8247.672689808524,2045.0113521133596,4213.792499324242,3285.1416783458067,2770.7541604229414,Medicine,Jaffna,6
28,12,2025,48569.7026133058,10559.871541380557,4206.734460803767,3036.7582265494298,3257.5779953030874,2374.844615247204,1130.8621499894073,Commerce,Ratnapura,3
29,10,2025,21724.358040174364,9680.251856348297,6647.290425805451,3361.2215964008806,3221.5126222117974,1189.96313878858,1867.3228723390002,Science,Jaffna,4
30,6,2024,25612.928843667683,8678.979243851238,8703.053878691147,3223.873810266593,5388.522819358521,2178.8618860021415,2624.625898306699,Arts,Matara,2
31,12,2025,37549.672088087435,13529.019756579675,5807.673873040863,3225.3318887478026,3561.167918439838,2961.6020307744084,1028.9732513999938,Science,Colombo,6
32,9,2023,12651.6975053191,8784.091705437053,5213.040238208711,4670.991715288611,7936.648266711918,1893.8118378830623,1645.883744587126,Arts,Jaffna,2
33,1,2023,35535.5485058605,20964.538276082923,2359.6692312676387,3423.683599627155,4924.998353851014,1770.8531851954247,2102.325265369495,Law,Matara,7
34,11,2024,28514.422061451765,10358.874256116012,6342.016379061603,3783.964247889247,8002.780214319081,2387.082722371298,291.0639570353584,Engineering,Matara,7
35,11,2024,17894.31395642202,2299.1428885095966,5125.927002622966,2585.3842502230273,6143.534109142334,1552.394987563844,1997.1331372187335,Engineering,Matara,7
36,10,2024,14095.682731591029,11879.31333348346,5540.1677922248555,3944.006142661491,3445.5271310565768,2236.4003864908004,846.9407859537614,Science,Galle,5
37,12,2025,19620.08421495773,11707.86608072479,7320.449241800867,2537.647476206678,4875.907622836365,2050.8011717371655,1615.398818973401,Medicine,Galle,3
38,12,2023,6721.443421395425,16446.874270096752,6500.427808642755,3411.4483275885905,1653.0953177645674,1607.6684314012637,2186.6069105350907,Commerce,Matara,2
39,3,2023,21083.684450467972,13152.504946910816,5084.405265351735,1628.6331318176176,5380.85071013057,2784.5897854939312,66.49158243604268,Arts,Ratnapura,7
40,12,2025,29980.450666740653,8664.659266240791,2710.3960869169327,3166.2341319881216,3628.4631843093653,2516.790351160619,1971.5153326463376,Commerce,Jaffna,7
41,7,2023,21189.594872249378,10854.432506012894,8755.778262869106,2024.6197648306627,2773.083983569478,1717.063532570699,2722.997390778499,Engineering,Colombo,4
42,4,2024,36106.50161147046,13309.679086603952,9882.06803452118,3936.0356544839074,8044.293517096095,1988.0309880479413,1180.0194002004816,Medicine,Ratnapura,6
43,9,2024,38279.5808218023,3341.1429987583574,7008.137552514066,3875.8764619987846,7061.175481968575,1782.9795201217305,1846.0140880704744,Medicine,Kandy,7
44,3,2024,35205.15586100619,17354.486937561804,7335.560758864307,2533.3726124409072,7006.077957524925,1489.081888605638,2301.171798419633,Commerce,Galle,5
45,5,2023,26845.12728211492,8675.32045678134,8007.026289215308,5049.57492862454,6564.222553301888,641.3842620743713,544.2329710740156,Engineering,Jaffna,4
46,3,2024,6402.565820108247,17668.175283790468,11946.958941530629,2714.121703806525,2530.221911748434,1612.9378045151423,1954.4218551202516,Commerce,Jaffna,3
47,7,2025,19370.42006373915,13569.860564506354,4080.730515435572,1387.9810993274727,4199.0410143863255,1500.7780013475017,2114.2597395586686,Science,Kandy,8
48,5,2025,23863.691785804906,14518.376545575897,6963.7756853185765,2220.88202963732,4320.992717060226,2091.9125662682873,1883.1721319620601,Medicine,Kandy,8
49,9,2023,17849.058803961514,16597.69374400509,3695.0675896682014,1955.858977642149,1580.5258518021374,2352.5590412225965,1551.9736153230729,Medicine,Jaffna,5
50,7,2025,23883.956196107432,14292.528210769993,8905.796146838897,3379.6021017862545,3885.9978103120216,1358.252264157692,899.7523309163241,Science,Kandy,5
51,2,2025,37880.53974954704,14691.544865269805,7640.104015529972,1764.6369733275476,3907.8040487659127,2298.7978893816044,2334.854012121746,Engineering,Jaffna,5
52,4,2023,11833.787763877455,11342.334238154475,8507.480282340193,2460.7859841937548,5251.997894989924,1235.00337370666,1520.7021391389947,Medicine,Ratnapura,6
53,9,2024,39493.53644895221,13488.67472588838,8382.806406477692,3314.55217053677,10064.775200476686,1899.7659874892358,957.6717524258427,Law,Kandy,8
54,12,2024,32077.8113740331,9650.008740113028,10476.77063425879,3138.6458947118026,4958.207446790522,1518.0647194713333,1309.1845017512587,Law,Ratnapura,7
55,2,2024,27145.734466221566,10626.35560164813,9345.332411421165,2987.3561876582207,5253.028909139334,2596.938910463235,1721.031294800806,Law,Ratnapura,1
56,10,2023,19291.06755407389,19858.780191875634,10076.269894150219,3126.0005190440675,4499.579454471716,2093.4184799956784,563.2890258694738,Arts,Kandy,5
57,9,2025,18008.397236068595,8767.225659798312,5336.16327525764,2629.4999024923454,6475.425760107489,1911.8656593345768,1510.7582115504706,Arts,Jaffna,4
58,10,2024,11990.258283290083,12617.268506545122,10982.92716243786,1396.2479443336695,2852.165582708446,1499.8001919080918,1249.8736697652066,Engineering,Matara,8
59,5,2024,38734.123842515095,12453.876146861905,6194.093151277501,2603.1617792553548,8792.074990307878,1736.9269532987687,2301.6158888195932,Science,Jaffna,4
60,2,2023,37300.89248059233,10756.982112876804,6337.826143440048,3468.7497843152855,4751.681585066362,3463.248649860841,375.0656416273626,Commerce,Colombo,3
61,4,2024,13749.722971333742,14057.603746281751,8677.106443382487,2863.065011390596,4209.620333937872,1599.1327034219632,2063.2545855014905,Engineering,Kandy,2
62,12,2023,20578.97604075039,14358.888370965531,8754.79565762319,3391.488373130501,6940.074147327599,2383.525534077187,2350.256895361509,Commerce,Galle,2
63,12,2025,28465.158153855267,8296.723267409683,5320.357994418803,2413.2169704905145,3218.1548159102927,1909.882946489849,397.74681771128246,Engineering,Kandy,1
64,7,2023,22603.926894622335,12405.426846186205,7566.801770565257,3994.3360798779286,6438.501966110667,2360.66025165923,469.69050851575474,Arts,Colombo,6
65,12,2023,9650.601943745458,7670.530644910572,11720.58829217369,443.68213252866616,7810.3401111907215,2669.580698154591,2571.5400279398878,Law,Ratnapura,7
66,8,2023,19737.817915554493,15154.194473269205,4329.1585961647625,3141.4405129233546,4517.314455193981,1716.8172053431388,957.3767708382403,Science,Galle,6
67,3,2023,40608.27438416015,12705.949241450502,11713.048102531815,4348.880347121279,9105.683226159743,2567.8187411560984,3356.8974722930698,Arts,Galle,7
68,1,2025,20280.171276684447,12329.31954686835,7395.753871458775,4497.698516041462,6288.583052522508,4205.311581604671,416.4959786879002,Science,Jaffna,5
69,4,2025,23692.261306382345,14636.125395489613,2155.612916412117,2768.1738307575247,6313.388519328859,2454.031995353364,1602.0284429922724,Commerce,Matara,8
70,2,2024,15838.580607716953,10897.958838126397,4583.1706662927345,1673.801844357116,7731.73067037198,3290.8651716798367,1485.9637576483694,Engineering,Jaffna,7
71,8,2025,29702.103882269985,15656.087836872819,5591.306155662017,4366.472842343359,8261.469909272746,2384.836800085291,1375.0825394610258,Medicine,Galle,8
72,4,2025,25921.21439219667,8206.220508975455,6440.1767480431445,2948.134833194439,5523.67797281276,1254.430702241995,1777.7774164234695,Medicine,Galle,1
73,2,2024,19063.84206754417,17647.50607557811,7738.216853436655,2841.0304607301196,6593.810882753875,2220.555197802387,1812.3878548374405,Science,Matara,3
74,6,2025,14562.7568335406,9796.355269780584,1241.2996755960687,2107.1453591222694,7792.682986321855,1735.6929630320553,1399.4046104225376,Law,Kandy,3
75,6,2023,36236.346992087005,5215.283729217649,8467.010981194135,1750.1125191417425,2676.377847277126,1523.247442145941,891.4956337036376,Law,Matara,2
76,10,2023,12155.652746871358,10685.860366149072,5362.273729187789,3563.8631689243543,1540.995200734704,1941.9318316781714,2128.656218544828,Science,Ratnapura,3
77,4,2024,29030.52556471644,10232.127210983163,11476.306429002647,3669.8714547586605,4884.89215918819,1876.1999370169983,1876.8315978497017,Arts,Jaffna,5
78,6,2024,7768.966042307416,10655.704055399854,7324.558198140064,3201.5440017994215,1493.0172851612404,1152.060075365711,1568.7502143696445,Medicine,Kandy,4
79,2,2024,30657.69346409906,12926.592061935931,10357.115429331825,2235.954218406157,4372.009807384095,4166.769267775834,1857.8204894504156,Arts,Jaffna,3
80,10,2023,32762.391098080487,16391.36944355309,10775.872449785733,1935.0011748908503,5628.747068398275,2646.2967315777573,1961.3648700546782,Commerce,Matara,1
81,12,2025,33758.269693119306,11233.176344411453,10708.183108665542,1567.751344780107,4448.722467889746,2195.512196673692,1042.960773911208,Medicine,Kandy,5
82,2,2023,23710.332251441054,9233.529720724397,6583.983142593786,2439.4548239220267,4716.8139037926185,2071.904089000778,1836.4082240890837,Commerce,Matara,3
83,10,2024,37672.028844509565,7493.812750864811,6551.999605696691,1994.146435251036,2996.6669727581498,2961.878895697517,1168.1785646889944,Engineering,Ratnapura,6
84,4,2025,43462.333559968545,10127.268834763823,7437.566751779213,1290.6903047089547,6576.287087941888,3660.4562898475942,1981.22001395208,Arts,Colombo,7
85,8,2025,22427.014911632294,4448.7006429985895,9590.593438447313,3651.3450123530483,2873.073265755321,2548.0682976100597,1384.5602481460612,Science,Galle,3
86,7,2023,21391.95975896058,9099.467625934556,6723.261825614593,1680.9361385150323,794.196537889933,2096.954163827457,1867.031744209032,Medicine,Kandy,6
87,12,2024,26193.418082759483,16976.215583448746,7701.84381602438,3983.922681430734,4585.32245493356,3178.1152575820934,1239.7228201742864,Arts,Galle,5
88,9,2023,21178.558832846345,8706.563181686308,8683.984540848625,3394.0717101134637,6830.039849839912,2113.8873943486888,1898.2214615626037,Science,Colombo,3
89,8,2025,20009.038431919034,14514.86344320122,5737.7701848803335,3294.341187618399,5159.661583765953,2348.2518477000813,912.7384625303949,Engineering,Kandy,6
90,5,2023,20706.09167806792,7094.071640766041,5579.729279177206,4665.3090460600915,2670.4059698395304,2800.80873602547,1521.7013279180774,Medicine,Galle,4
91,2,2023,38726.04806404996,19084.383597242217,7604.340296490023,1714.1973659354753,5203.901934812672,1690.816689700592,2088.37950906596,Commerce,Galle,8
92,5,2024,31175.055960283455,19350.42693225884,7935.447037379104,3873.771996048796,5876.607409536699,339.33248207528203,1780.3227943475551,Engineering,Kandy,2
93,8,2024,21152.43098193527,14364.086226239506,9084.713700004108,2702.3574269785704,5180.633383037853,1651.9358197359848,1615.2172400695267,Law,Galle,5
94,10,2025,5358.999794221717,19965.010406574085,9679.71643737889,5571.07015662954,4470.831506222828,2618.4007435035087,2582.136803790384,Science,Galle,6
95,9,2023,12644.28405114826,13423.171899710649,5252.342948570878,2619.2055688607907,5972.077363285497,2562.0407181745427,2114.182121093353,Medicine,Kandy,1
96,12,2023,29027.432660815022,15074.068456598225,5969.787670141089,2457.691663874382,1523.1461943597094,3074.1360875300816,2013.3239695518764,Medicine,Galle,8
97,12,2023,8027.55246888946,17047.73550692614,5573.119281092245,3425.535774857266,3212.089218474839,1682.5351729043903,1894.8166673499031,Engineering,Galle,3
98,12,2025,27343.948219615646,12718.873812393796,11531.118503978554,2791.0914677913606,2389.5838043893796,3264.740194357411,1969.6181233479986,Medicine,Jaffna,6
99,9,2025,16475.490201079796,5790.4901536597545,7699.323524493661,2241.537037700131,7696.772743976313,2148.0542643615686,2494.2612063312986,Science,Ratnapura,8
100,1,2024,25734.446196645385,15155.85342093759,8040.323238112553,2029.7232160641627,6424.063441976775,2483.530530050944,1249.3987873674032,Engineering,Jaffna,7
101,9,2024,25510.850410673145,10112.561622266147,8144.435910033782,4458.204488387403,5370.2500686280355,2722.890206635445,2105.642379165145,Commerce,Colombo,8
102,7,2024,25964.71947112569,10409.88071617816,6210.824965705902,1836.5383681000083,2098.7566932943837,894.667498485042,1713.8927332648655,Engineering,Jaffna,6
103,9,2023,21844.625223371833,13191.57966591476,11910.673797365076,3223.0875603805,6488.295577896238,1196.08224589846,1270.129477719604,Engineering,Jaffna,6
104,8,2023,21581.714995138143,14265.123518869483,9027.56663704682,4056.184139626095,7773.080269983632,1169.5275863462034,1440.1649381752322,Commerce,Colombo,7
105,1,2024,19233.67664850849,12600.538536024873,8098.976324444872,4104.494985442633,6142.989472927125,2857.7737478790555,1631.492808927806,Law,Galle,2
106,12,2023,28871.13853793512,14542.918144629235,5236.858947123585,2398.34759781856,4929.645166992886,1755.6347106086173,984.0359593983466,Science,Galle,8
107,8,2024,31441.541398247584,9172.571463759214,5095.168770859388,2793.815199374237,6263.4360637012305,3622.0655786597745,2018.407665300268,Law,Jaffna,7
108,8,2025,15248.21981971099,11829.184821106866,7227.731170985579,2599.806498985627,5545.832228505378,2002.700779913807,1438.2891455465767,Law,Colombo,7
109,11,2024,24586.972221661847,15396.341801803483,6250.020516070425,1464.9812373341251,6852.152467279478,822.900921534799,1550.9574973456042,Law,Galle,8
110,3,2025,26572.656587901904,19091.164705746865,5331.38913613362,3537.517383020115,6807.371283585906,1462.0659914358528,2314.321529956684,Arts,Matara,1
111,1,2023,26470.169076984337,20505.742355892835,7072.604951071112,3038.503645634809,4557.868926779347,2093.901090575462,1577.8489231360816,Law,Kandy,7
112,8,2024,26334.15695677214,13731.906730910927,7458.929929310277,4440.585080601879,3678.7172342317804,2412.1518913547834,2431.601066652663,Arts,Kandy,1
113,3,2023,21783.721517238206,15360.03930698243,8354.463551150675,2176.794902698577,4200.354118627645,1212.129817534101,1185.1112946629137,Commerce,Ratnapura,4
114,3,2025,27232.24340370031,19926.316659260763,6740.201321564343,4088.6965586176957,6071.700670009868,2454.784617445017,841.7580967232096,Science,Kandy,8
115,1,2025,29944.22968786896,9316.655853066022,5480.998263349922,4159.234150284205,4321.120696404383,2668.434205636765,1326.00411183307,Law,Jaffna,7
116,11,2025,26128.293246580513,14518.799410850334,5567.697785021883,3047.0716868078875,3498.9407636923524,1487.2419203557358,188.828819695088,Medicine,Kandy,2
117,5,2023,29047.51869226979,15073.371797944585,11032.43182306547,829.1384291663309,4998.093257493587,3575.325769647318,2043.4570514825662,Commerce,Kandy,7
118,10,2023,32922.82728830005,17791.445744306977,4870.605784095645,2487.43234255571,7214.913861337904,1573.8727813195546,876.6608752275031,Arts,Matara,6
119,7,2023,10192.477136837857,7451.434477855111,8907.955745728175,4785.871124304117,5270.2161342681275,1200.0975406275654,1129.3827471322381,Science,Galle,5
120,10,2023,32547.71073492294,8242.376864797932,9298.86582443599,3297.0557714919096,4447.564007999145,776.6219882187673,1929.7671369725563,Engineering,Matara,2
121,9,2025,27739.422121770196,12085.528844418825,7696.811310410828,3693.399705871886,5640.86358589353,2976.51255895373,1571.4726587507346,Science,Jaffna,7
122,12,2025,16106.997378090187,13510.910649286541,12419.572646012946,2910.833418365032,5168.078418099735,2018.3063018767223,1235.6727251519276,Science,Kandy,2
123,7,2024,31419.767058557507,16491.45581493523,9254.297482569249,2776.5570901368715,1132.7259179806442,1616.5712084284883,278.07457648693844,Law,Galle,8
124,9,2024,21813.432751808305,14070.175103249085,12607.257620761628,1132.6554313004938,6393.5182860383175,820.6892516545382,2280.4848179383166,Law,Ratnapura,1
125,8,2023,22904.268509451576,11394.347079558864,6372.339995212819,3794.739217055307,5814.916879894218,1688.5992611464292,1933.8480200858785,Arts,Ratnapura,4
126,12,2025,20938.5617402747,13665.845779024565,6415.136475266454,4079.6812047223766,5032.343597891492,3905.156310140889,2733.432797818951,Arts,Kandy,4
127,2,2025,27419.190753905797,13204.177905097806,9318.842896700038,2049.1377145333117,7124.713401445841,284.40999699110597,1142.1720984057558,Law,Kandy,8
128,1,2025,18717.174859903575,18980.065719951155,7346.335906701993,2821.1448784916925,7425.998728500396,1494.67327917396,627.3298413731953,Law,Ratnapura,8
129,7,2024,32211.79703958229,12662.63577427413,12214.163562230044,2686.2587226457094,6597.537322947102,3434.2271760337685,2096.8531711586543,Medicine,Ratnapura,2
130,7,2024,23889.099302442628,10467.666345789745,8854.250959077342,3420.1532939862864,3299.3983679289317,2999.1784376556184,1387.1640495597892,Medicine,Jaffna,8
131,8,2025,22086.3801320965,13798.436120287319,5388.564450358211,2455.6364184909053,3368.5777787460806,1543.4994653749748,1876.9019154413736,Commerce,Kandy,2
132,5,2025,31023.005420911762,12793.941277354128,3657.958978639936,3931.3409231830024,7234.671080003967,2162.8760775482447,2471.9491723959336,Law,Ratnapura,8
133,3,2025,22443.545901447356,5716.026577301312,7804.403519141838,3071.324316124489,1245.5521461096005,2370.3499237555275,1732.891857878506,Engineering,Colombo,7
134,12,2024,32585.41460289841,11937.391753511325,7777.192176166916,450.57694441530225,4702.304969675773,2107.070865445814,1600.3793403273198,Medicine,Ratnapura,8
135,8,2025,32836.74360672692,11597.047018375979,8784.414808270969,3442.7202751926434,5879.651614062165,3427.5601676873407,1638.0016717833541,Arts,Galle,3
136,6,2025,14321.569294248184,9824.512536882736,11026.726434389757,3996.3509875907844,1499.184529104991,2271.8033643663625,517.6510884212009,Science,Galle,6
137,11,2023,33874.08161778339,16142.33315049189,10697.783259984819,1847.9383397350612,5468.6864777005985,2908.41303277043,2164.822925689828,Commerce,Colombo,1
138,3,2023,13303.712227984915,8857.281613552017,6552.747419158918,3408.7269349745743,6908.858153171905,2145.2790152764924,2203.251697349497,Medicine,Jaffna,6
139,1,2024,34372.644215060085,13822.474478098155,4765.451495488946,4829.95966975421,2028.8478597930487,374.08894981882776,1818.3420149775145,Science,Kandy,5
140,3,2025,41226.85753784191,11408.572000625078,4914.697162477324,3112.0663751782386,8316.340413388316,1046.0697973148133,590.7572190415011,Science,Kandy,5
141,5,2025,31998.675506153053,12430.78002258713,6157.995736696554,4141.628864329489,2980.33984780218,1212.09772055518,1427.3107049177918,Medicine,Ratnapura,4
142,3,2023,7744.154842402615,13647.145164183468,7083.171129902452,2557.84502976348,6149.47249295406,1800.5713141791953,2363.1154652357122,Engineering,Galle,1
143,1,2024,33508.52575508815,6769.702464435995,8762.655347412918,2982.0357115428437,4832.8071432827355,3662.731391211513,1160.5478022159193,Engineering,Jaffna,6
144,5,2023,42969.031727488094,12766.643566939132,5997.581007760051,2795.3787120736547,5139.0312474009015,2289.929170300361,2210.551831148196,Commerce,Jaffna,4
145,10,2023,22575.746872015767,21155.789958852827,8700.979927783286,2612.8795736524435,2433.0097286516866,1915.3695183481877,1533.0578955941123,Engineering,Jaffna,5
146,7,2023,24722.37343976088,5772.946616485103,8905.10036464763,2852.2779549169236,7520.945924706118,2990.846396924518,1927.5023037095762,Commerce,Ratnapura,2
147,7,2023,15492.106224588542,11769.56814513798,8358.359706489724,1369.3182190756825,5651.766926700467,838.4930595986013,1252.7151523051302,Arts,Kandy,1
148,11,2025,27496.635350557353,16492.957299295278,5178.442507468262,2669.1198656167035,8241.680353806312,1608.243863881409,1550.6285289874,Medicine,Jaffna,1
149,9,2025,35153.41746034503,13206.476991814388,9169.566813089896,4337.806455426785,2485.165558841946,1490.1370768479674,1762.0291489013268,Science,Ratnapura,8
150,10,2023,30581.89702519563,14751.867808464132,13203.174071916806,2036.3099431481667,4637.530732242612,2318.4332475745105,850.0596156634895,Commerce,Ratnapura,8
151,10,2024,50135.73581830239,2497.335955629536,8614.74206728226,1933.8667285266895,5419.058479404414,2716.6690338831736,1664.3478773874067,Engineering,Colombo,6
152,12,2024,25264.216343726377,14392.997498519802,617.312248371827,3061.212371394755,5120.766294589849,2377.1884416217836,113.11517987811656,Commerce,Matara,8
153,3,2024,11954.613060677886,8953.247175065606,11102.198930117256,3111.1831433572443,6333.5706893448405,2389.8531865751293,1139.0989279069363,Law,Jaffna,8
154,7,2024,26367.767772545754,13239.509138332587,6243.130558251534,3377.4647190539863,4612.162916152249,1711.1127046256433,1826.3298086182674,Commerce,Matara,7
155,1,2023,5668.385878300082,11882.261076362036,13664.281726239231,2886.261426815361,9244.052092601372,2256.607886492912,2172.157752330337,Engineering,Kandy,3
156,4,2025,20735.16860108389,21113.332116646536,8290.908628414902,3071.8641644583336,5079.684644376359,1328.1297033756878,1783.651285079537,Law,Ratnapura,6
157,4,2024,37995.0564688017,14186.7812950635,3788.248265035436,2649.115226371001,768.3088715246687,2539.31114800624,665.8099357014192,Law,Jaffna,8
158,5,2023,27601.06918905417,11549.504682948856,2838.2562751031187,1724.2038447000361,5168.402016678744,1599.5175962693434,2119.714877319349,Engineering,Galle,2
159,7,2024,26435.334502650152,5961.228962985782,11849.351906689697,2928.608131689349,7522.927969732366,1102.7923517597008,816.5101610863595,Law,Kandy,7
160,7,2024,39566.24301372285,12484.587607399586,10764.76246479318,3724.596996442464,3153.3877962989322,2030.2555486656681,1868.5191308546105,Medicine,Colombo,7
161,11,2023,22835.20086669304,15292.91551338729,13565.047214416725,3515.0546263523343,3026.489621657527,469.5070685242495,836.4997532442851,Science,Colombo,7
162,4,2025,35094.563303472874,11677.792432723107,8027.311213933888,1255.7578730607127,3319.22058732082,3179.4960575968057,1036.0762773827057,Medicine,Matara,2
163,7,2025,26034.45580133072,9977.374560250237,7858.675291550799,3251.925363309083,2847.046380045742,2637.679197529359,926.1905184417107,Medicine,Ratnapura,4
164,11,2023,28040.37970767221,9709.653344614726,7043.203019603607,2107.2304741428306,4041.196572588012,2269.575880198242,1583.375153569032,Engineering,Matara,1
165,3,2025,15261.561153095898,14140.565741821283,6354.274396851948,4392.164005221382,6818.59445269844,701.0522036841996,1382.6792918252606,Engineering,Galle,4
166,6,2023,21143.625641374267,15037.551757236628,7018.926113855461,3326.26978292838,8052.665456825387,1439.8478535412683,1805.345662578415,Science,Galle,2
167,12,2023,13819.85413724901,17444.840461284475,8543.658330810074,3896.283960130607,151.49935212559916,2032.4467478974816,1488.8190967961352,Commerce,Colombo,3
168,2,2023,24238.03937419724,8020.0004271585685,5890.248032719745,3021.16814441486,4243.090692845085,1789.5161831798341,589.2759278477766,Medicine,Jaffna,1
169,10,2025,28123.218751330136,14103.910233670467,3826.776632815041,2933.945001102523,5605.395988753465,649.1480276420219,1665.487480858785,Law,Colombo,2
170,9,2023,16119.695159268384,11513.184182328532,8399.691585035443,4495.844917653247,5405.356726770381,946.8567955710871,442.7006097402784,Science,Colombo,3
171,5,2024,41393.431381478586,11631.063181466878,5834.51100326642,3972.7743966250164,8799.879333245779,1773.5244824691374,969.6876041705982,Medicine,Galle,6
172,6,2025,27224.848152735685,13607.303416136006,98.59431235017246,3117.858652247548,978.6121808358646,973.3684811329342,1281.652000752599,Commerce,Matara,5
173,12,2025,25462.364684681754,13630.625014499788,9381.418476642528,2800.333573862602,178.12786937699966,3097.1098591066097,1240.0779556862133,Law,Galle,7
174,12,2025,31157.262010765,14115.072423166293,5229.852404707429,1292.8252744691301,9124.425048076513,2395.630687524666,511.55240369638454,Medicine,Ratnapura,8
175,12,2025,18368.575353072625,7770.11523121676,9654.473636726838,3324.5675348741397,6506.867386494673,1357.2287126087751,2322.695732122915,Arts,Galle,2
176,12,2024,26307.819833339625,9000.754371334166,9594.620266289954,2873.896030680285,3857.25682609418,2935.3238624125706,2488.80167403402,Science,Galle,5
177,4,2025,19265.07023713927,17943.473102070737,8708.975028807083,3553.956047082276,5343.197546135911,2774.1652709389514,2850.465062585369,Engineering,Colombo,4
178,11,2025,37469.439280711864,11117.71013007664,14242.04460089124,3857.8188415347863,5486.435245122133,2231.1666851095356,2188.5908504937943,Medicine,Jaffna,5
179,10,2023,16530.88520482335,13224.057592071586,7654.8703750690565,4232.921095047247,3808.958419328041,1968.3310132288366,1262.732076725836,Law,Colombo,2
180,7,2025,25505.323674457388,16218.665248172743,7285.901081253529,3336.9929108944043,5283.556741382868,1761.2209534161284,1252.392287430855,Law,Kandy,5
181,12,2024,27634.526281214203,13853.772289443275,9709.181053542292,1953.6395348717947,5709.6267493202395,1568.0490337746746,1219.2636982960648,Science,Galle,7
182,9,2024,28158.60595526161,14186.090523888157,7861.381594715518,850.6864490818668,9031.060522725651,930.566464633717,2691.3826117354656,Science,Galle,1
